uni	pathway	url
A6NMZ7	Integrin cell surface interactions	http://reactome.org/PathwayBrowser/#/R-HSA-216083
A6NMZ7	ECM proteoglycans	http://reactome.org/PathwayBrowser/#/R-HSA-3000178
A6NMZ7	ECM proteoglycans	http://reactome.org/PathwayBrowser/#/R-HSA-3000178
A6NMZ7	NCAM1 interactions	http://reactome.org/PathwayBrowser/#/R-HSA-419037
A6NN14	Generic Transcription Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-212436
A6NND4	Olfactory Signaling Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-381753
A6NNF4	Generic Transcription Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-212436
A6NNZ2	Translocation of GLUT4 to the plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-1445148
A6NNZ2	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-190840
A6NNZ2	Gap junction assembly	http://reactome.org/PathwayBrowser/#/R-HSA-190861
A6NNZ2	MHC class II antigen presentation	http://reactome.org/PathwayBrowser/#/R-HSA-2132295
A6NNZ2	Separation of Sister Chromatids	http://reactome.org/PathwayBrowser/#/R-HSA-2467813
A6NNZ2	Resolution of Sister Chromatid Cohesion	http://reactome.org/PathwayBrowser/#/R-HSA-2500257
A6NNZ2	Recruitment of NuMA to mitotic centrosomes	http://reactome.org/PathwayBrowser/#/R-HSA-380320
A6NNZ2	Recycling pathway of L1	http://reactome.org/PathwayBrowser/#/R-HSA-437239
A6NNZ2	Recycling pathway of L1	http://reactome.org/PathwayBrowser/#/R-HSA-437239
A6NNZ2	Assembly of the primary cilium	http://reactome.org/PathwayBrowser/#/R-HSA-5617833
A6NNZ2	RHO GTPases activate IQGAPs	http://reactome.org/PathwayBrowser/#/R-HSA-5626467
A6NNZ2	RHO GTPases Activate Formins	http://reactome.org/PathwayBrowser/#/R-HSA-5663220
A6NNZ2	COPI-mediated anterograde transport	http://reactome.org/PathwayBrowser/#/R-HSA-6807878
A6NNZ2	COPI-dependent Golgi-to-ER retrograde traffic	http://reactome.org/PathwayBrowser/#/R-HSA-6811434
A6NNZ2	COPI-independent Golgi-to-ER retrograde traffic	http://reactome.org/PathwayBrowser/#/R-HSA-6811436
A6NNZ2	Mitotic Prometaphase	http://reactome.org/PathwayBrowser/#/R-HSA-68877
A6NNZ2	The role of GTSE1 in G2/M progression after G2 checkpoint	http://reactome.org/PathwayBrowser/#/R-HSA-8852276
A6NNZ2	Kinesins	http://reactome.org/PathwayBrowser/#/R-HSA-983189
A6NP11	Generic Transcription Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-212436
A7E2Y1	Translocation of GLUT4 to the plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-1445148
A7KAX9	Rho GTPase cycle	http://reactome.org/PathwayBrowser/#/R-HSA-194840
A7MBM2	Release of Hh-Np from the secreting cell	http://reactome.org/PathwayBrowser/#/R-HSA-5362798
A7MBM2	Release of Hh-Np from the secreting cell	http://reactome.org/PathwayBrowser/#/R-HSA-5362798
A8CG34	ISG15 antiviral mechanism	http://reactome.org/PathwayBrowser/#/R-HSA-1169408
A8CG34	Transport of the SLBP independent Mature mRNA	http://reactome.org/PathwayBrowser/#/R-HSA-159227
A8CG34	Transport of the SLBP Dependant Mature mRNA	http://reactome.org/PathwayBrowser/#/R-HSA-159230
A8CG34	Transport of Mature mRNA Derived from an Intronless Transcript	http://reactome.org/PathwayBrowser/#/R-HSA-159231
A8CG34	Transport of Mature mRNA derived from an Intron-Containing Transcript	http://reactome.org/PathwayBrowser/#/R-HSA-159236
A8CG34	Rev-mediated nuclear export of HIV RNA	http://reactome.org/PathwayBrowser/#/R-HSA-165054
A8CG34	Transport of Ribonucleoproteins into the Host Nucleus	http://reactome.org/PathwayBrowser/#/R-HSA-168271
A8CG34	 NS1 Mediated Effects on Host Pathways	http://reactome.org/PathwayBrowser/#/R-HSA-168276
A8CG34	Viral Messenger RNA Synthesis	http://reactome.org/PathwayBrowser/#/R-HSA-168325
A8CG34	NEP/NS2 Interacts with the Cellular Export Machinery	http://reactome.org/PathwayBrowser/#/R-HSA-168333
A8CG34	Regulation of Glucokinase by Glucokinase Regulatory Protein	http://reactome.org/PathwayBrowser/#/R-HSA-170822
A8CG34	Nuclear import of Rev protein	http://reactome.org/PathwayBrowser/#/R-HSA-180746
A8CG34	Vpr-mediated nuclear import of PICs	http://reactome.org/PathwayBrowser/#/R-HSA-180910
A8CG34	snRNP Assembly	http://reactome.org/PathwayBrowser/#/R-HSA-191859
A8CG34	SUMOylation of DNA damage response and repair proteins	http://reactome.org/PathwayBrowser/#/R-HSA-3108214
A8CG34	Nuclear Pore Complex (NPC) Disassembly	http://reactome.org/PathwayBrowser/#/R-HSA-3301854
A8CG34	Regulation of HSF1-mediated heat shock response	http://reactome.org/PathwayBrowser/#/R-HSA-3371453
A8CG34	SUMOylation of RNA binding proteins	http://reactome.org/PathwayBrowser/#/R-HSA-4570464
A8CG34	SUMOylation of DNA replication proteins	http://reactome.org/PathwayBrowser/#/R-HSA-4615885
A8CG34	SUMOylation of DNA replication proteins	http://reactome.org/PathwayBrowser/#/R-HSA-4615885
A8CG34	Transcriptional regulation by small RNAs	http://reactome.org/PathwayBrowser/#/R-HSA-5578749
A8CG34	tRNA processing in the nucleus	http://reactome.org/PathwayBrowser/#/R-HSA-6784531
A8K0R7	Generic Transcription Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-212436
A8K4G0	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	http://reactome.org/PathwayBrowser/#/R-HSA-198933
A8K4G0	DAP12 interactions	http://reactome.org/PathwayBrowser/#/R-HSA-2172127
A8K7I4	Stimuli-sensing channels	http://reactome.org/PathwayBrowser/#/R-HSA-2672351
A8K855	Activation of SMO	http://reactome.org/PathwayBrowser/#/R-HSA-5635838
A8K8P3	Regulation of PLK1 Activity at G2/M Transition	http://reactome.org/PathwayBrowser/#/R-HSA-2565942
A8K8P3	Loss of Nlp from mitotic centrosomes	http://reactome.org/PathwayBrowser/#/R-HSA-380259
A8K8P3	Recruitment of mitotic centrosome proteins and complexes	http://reactome.org/PathwayBrowser/#/R-HSA-380270
A8K8P3	Loss of proteins required for interphase microtubule organization from the centrosome	http://reactome.org/PathwayBrowser/#/R-HSA-380284
A8K8P3	Anchoring of the basal body to the plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-5620912
A8K8P3	AURKA Activation by TPX2	http://reactome.org/PathwayBrowser/#/R-HSA-8854518
A8K8V0	Generic Transcription Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-212436
A8MPY1	Ligand-gated ion channel transport	http://reactome.org/PathwayBrowser/#/R-HSA-975298
A8MPY1	GABA A (rho) receptor activation	http://reactome.org/PathwayBrowser/#/R-HSA-977442
A8MQ27	Activated NOTCH1 Transmits Signal to the Nucleus	http://reactome.org/PathwayBrowser/#/R-HSA-2122948
A8MQ27	Constitutive Signaling by NOTCH1 PEST Domain Mutants	http://reactome.org/PathwayBrowser/#/R-HSA-2644606
A8MQ27	Constitutive Signaling by NOTCH1 HD Domain Mutants	http://reactome.org/PathwayBrowser/#/R-HSA-2691232
A8MQ27	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	http://reactome.org/PathwayBrowser/#/R-HSA-2894862
A8MQ27	NOTCH2 Activation and Transmission of Signal to the Nucleus	http://reactome.org/PathwayBrowser/#/R-HSA-2979096
A8MT69	Deposition of new CENPA-containing nucleosomes at the centromere	http://reactome.org/PathwayBrowser/#/R-HSA-606279
A8MT69	Fanconi Anemia Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-6783310
A8MTJ3	PLC beta mediated events	http://reactome.org/PathwayBrowser/#/R-HSA-112043
A8MTJ3	PLC beta mediated events	http://reactome.org/PathwayBrowser/#/R-HSA-112043
A8MTJ3	Adenylate cyclase inhibitory pathway	http://reactome.org/PathwayBrowser/#/R-HSA-170670
A8MTJ3	Adenylate cyclase inhibitory pathway	http://reactome.org/PathwayBrowser/#/R-HSA-170670
A8MTJ3	G-protein activation	http://reactome.org/PathwayBrowser/#/R-HSA-202040
A8MTJ3	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	http://reactome.org/PathwayBrowser/#/R-HSA-381771
A8MTJ3	ADP signalling through P2Y purinoceptor 12	http://reactome.org/PathwayBrowser/#/R-HSA-392170
A8MTJ3	G alpha (s) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-418555
A8MTJ3	G alpha (i) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-418594
A8MTJ3	G alpha (i) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-418594
A8MTJ3	G alpha (z) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-418597
A8MTJ3	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	http://reactome.org/PathwayBrowser/#/R-HSA-6814122
A8MTY0	Generic Transcription Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-212436
A8MTY7	Keratinization	http://reactome.org/PathwayBrowser/#/R-HSA-6805567
A8MTZ0	BBSome-mediated cargo-targeting to cilium	http://reactome.org/PathwayBrowser/#/R-HSA-5620922
A8MUK1	Ub-specific processing proteases	http://reactome.org/PathwayBrowser/#/R-HSA-5689880
A8MUV8	Generic Transcription Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-212436
A8MUX0	Keratinization	http://reactome.org/PathwayBrowser/#/R-HSA-6805567
A8MUZ8	Generic Transcription Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-212436
A8MVA2	Keratinization	http://reactome.org/PathwayBrowser/#/R-HSA-6805567
A8MVS1	Generic Transcription Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-212436
A8MVX0	NRAGE signals death through JNK	http://reactome.org/PathwayBrowser/#/R-HSA-193648
A8MVX0	Rho GTPase cycle	http://reactome.org/PathwayBrowser/#/R-HSA-194840
A8MVX0	G alpha (12/13) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-416482
A8MWA4	Generic Transcription Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-212436
A8MX34	Keratinization	http://reactome.org/PathwayBrowser/#/R-HSA-6805567
A8MX76	Degradation of the extracellular matrix	http://reactome.org/PathwayBrowser/#/R-HSA-1474228
A8MXU0	Beta defensins	http://reactome.org/PathwayBrowser/#/R-HSA-1461957
A8MXV4	Beta-oxidation of pristanoyl-CoA	http://reactome.org/PathwayBrowser/#/R-HSA-389887
A8MXY4	Generic Transcription Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-212436
A8MXZ3	Keratinization	http://reactome.org/PathwayBrowser/#/R-HSA-6805567
A8MYU2	Sperm Motility And Taxes	http://reactome.org/PathwayBrowser/#/R-HSA-1300642
A8TX70	Collagen degradation	http://reactome.org/PathwayBrowser/#/R-HSA-1442490
A8TX70	Collagen biosynthesis and modifying enzymes	http://reactome.org/PathwayBrowser/#/R-HSA-1650814
A8TX70	Signaling by PDGF	http://reactome.org/PathwayBrowser/#/R-HSA-186797
A8TX70	Assembly of collagen fibrils and other multimeric structures	http://reactome.org/PathwayBrowser/#/R-HSA-2022090
A8TX70	Integrin cell surface interactions	http://reactome.org/PathwayBrowser/#/R-HSA-216083
A8TX70	ECM proteoglycans	http://reactome.org/PathwayBrowser/#/R-HSA-3000178
A8TX70	ECM proteoglycans	http://reactome.org/PathwayBrowser/#/R-HSA-3000178
A8TX70	NCAM1 interactions	http://reactome.org/PathwayBrowser/#/R-HSA-419037
A9QM74	ISG15 antiviral mechanism	http://reactome.org/PathwayBrowser/#/R-HSA-1169408
A9QM74	 NS1 Mediated Effects on Host Pathways	http://reactome.org/PathwayBrowser/#/R-HSA-168276
B0YJ81	Synthesis of very long-chain fatty acyl-CoAs	http://reactome.org/PathwayBrowser/#/R-HSA-75876
B2RTY4	Rho GTPase cycle	http://reactome.org/PathwayBrowser/#/R-HSA-194840
B4DX44	Generic Transcription Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-212436
B4DXR9	Generic Transcription Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-212436
B6A8C7	Neutrophil degranulation	http://reactome.org/PathwayBrowser/#/R-HSA-6798695
B7ZC32	COPI-dependent Golgi-to-ER retrograde traffic	http://reactome.org/PathwayBrowser/#/R-HSA-6811434
B7ZC32	Kinesins	http://reactome.org/PathwayBrowser/#/R-HSA-983189
C9J2P7	Ub-specific processing proteases	http://reactome.org/PathwayBrowser/#/R-HSA-5689880
C9JJH3	Ub-specific processing proteases	http://reactome.org/PathwayBrowser/#/R-HSA-5689880
C9JLJ4	Ub-specific processing proteases	http://reactome.org/PathwayBrowser/#/R-HSA-5689880
C9JPN9	Ub-specific processing proteases	http://reactome.org/PathwayBrowser/#/R-HSA-5689880
C9JR72	Antigen processing: Ubiquitination & Proteasome degradation	http://reactome.org/PathwayBrowser/#/R-HSA-983168
C9JRZ8	Estrogen biosynthesis	http://reactome.org/PathwayBrowser/#/R-HSA-193144
C9JVI0	Ub-specific processing proteases	http://reactome.org/PathwayBrowser/#/R-HSA-5689880
D6R901	Ub-specific processing proteases	http://reactome.org/PathwayBrowser/#/R-HSA-5689880
D6R9N7	Ub-specific processing proteases	http://reactome.org/PathwayBrowser/#/R-HSA-5689880
D6RA61	Ub-specific processing proteases	http://reactome.org/PathwayBrowser/#/R-HSA-5689880
D6RBQ6	Ub-specific processing proteases	http://reactome.org/PathwayBrowser/#/R-HSA-5689880
D6RCP7	Ub-specific processing proteases	http://reactome.org/PathwayBrowser/#/R-HSA-5689880
D6RJB6	Ub-specific processing proteases	http://reactome.org/PathwayBrowser/#/R-HSA-5689880
O00115	Lysosome Vesicle Biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-432720
O00116	Plasmalogen biosynthesis	http://reactome.org/PathwayBrowser/#/R-HSA-75896
O00139	MHC class II antigen presentation	http://reactome.org/PathwayBrowser/#/R-HSA-2132295
O00139	Separation of Sister Chromatids	http://reactome.org/PathwayBrowser/#/R-HSA-2467813
O00139	Resolution of Sister Chromatid Cohesion	http://reactome.org/PathwayBrowser/#/R-HSA-2500257
O00139	RHO GTPases Activate Formins	http://reactome.org/PathwayBrowser/#/R-HSA-5663220
O00139	COPI-dependent Golgi-to-ER retrograde traffic	http://reactome.org/PathwayBrowser/#/R-HSA-6811434
O00139	Mitotic Prometaphase	http://reactome.org/PathwayBrowser/#/R-HSA-68877
O00139	Kinesins	http://reactome.org/PathwayBrowser/#/R-HSA-983189
O00141	Stimuli-sensing channels	http://reactome.org/PathwayBrowser/#/R-HSA-2672351
O00141	Regulation of TP53 Degradation	http://reactome.org/PathwayBrowser/#/R-HSA-6804757
O00142	E2F mediated regulation of DNA replication	http://reactome.org/PathwayBrowser/#/R-HSA-113510
O00142	G1/S-Specific Transcription	http://reactome.org/PathwayBrowser/#/R-HSA-69205
O00142	Pyrimidine salvage reactions	http://reactome.org/PathwayBrowser/#/R-HSA-73614
O00144	Class B/2 (Secretin family receptors)	http://reactome.org/PathwayBrowser/#/R-HSA-373080
O00148	Cleavage of Growing Transcript in the Termination Region 	http://reactome.org/PathwayBrowser/#/R-HSA-109688
O00148	Transport of Mature mRNA derived from an Intron-Containing Transcript	http://reactome.org/PathwayBrowser/#/R-HSA-159236
O00148	mRNA 3'-end processing	http://reactome.org/PathwayBrowser/#/R-HSA-72187
O00154	Fatty Acyl-CoA Biosynthesis	http://reactome.org/PathwayBrowser/#/R-HSA-75105
O00155	G alpha (s) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-418555
O00159-3	B-WICH complex positively regulates rRNA expression	http://reactome.org/PathwayBrowser/#/R-HSA-5250924
O00159	Translocation of GLUT4 to the plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-1445148
O00159	Regulation of actin dynamics for phagocytic cup formation	http://reactome.org/PathwayBrowser/#/R-HSA-2029482
O00161	ER-Phagosome pathway	http://reactome.org/PathwayBrowser/#/R-HSA-1236974
O00161	Translocation of GLUT4 to the plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-1445148
O00161	Clathrin derived vesicle budding	http://reactome.org/PathwayBrowser/#/R-HSA-421837
O00161	Neutrophil degranulation	http://reactome.org/PathwayBrowser/#/R-HSA-6798695
O00167	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	http://reactome.org/PathwayBrowser/#/R-HSA-5693565
O00168	Ion homeostasis	http://reactome.org/PathwayBrowser/#/R-HSA-5578775
O00168	Ion transport by P-type ATPases	http://reactome.org/PathwayBrowser/#/R-HSA-936837
O00180	Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)	http://reactome.org/PathwayBrowser/#/R-HSA-1299308
O00180	Phase 4 - resting membrane potential	http://reactome.org/PathwayBrowser/#/R-HSA-5576886
O00182	Interleukin-2 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-451927
O00186	Disinhibition of SNARE formation	http://reactome.org/PathwayBrowser/#/R-HSA-114516
O00186	Translocation of GLUT4 to the plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-1445148
O00187-1	Lectin pathway of complement activation	http://reactome.org/PathwayBrowser/#/R-HSA-166662
O00187-1	Initial triggering of complement	http://reactome.org/PathwayBrowser/#/R-HSA-166663
O00187-1	Ficolins bind to repetitive carbohydrate structures on the target cell surface	http://reactome.org/PathwayBrowser/#/R-HSA-2855086
O00189	Lysosome Vesicle Biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-432720
O00194	Platelet degranulation 	http://reactome.org/PathwayBrowser/#/R-HSA-114608
O00194	RAB GEFs exchange GTP for GDP on RABs	http://reactome.org/PathwayBrowser/#/R-HSA-8876198
O00203	Golgi Associated Vesicle Biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-432722
O00203	Signaling by BRAF and RAF fusions	http://reactome.org/PathwayBrowser/#/R-HSA-6802952
O00204-1	Cytosolic sulfonation of small molecules	http://reactome.org/PathwayBrowser/#/R-HSA-156584
O00204-2	Cytosolic sulfonation of small molecules	http://reactome.org/PathwayBrowser/#/R-HSA-156584
O00206	ER-Phagosome pathway	http://reactome.org/PathwayBrowser/#/R-HSA-1236974
O00206	Ligand-dependent caspase activation	http://reactome.org/PathwayBrowser/#/R-HSA-140534
O00206	Toll Like Receptor 4 (TLR4) Cascade	http://reactome.org/PathwayBrowser/#/R-HSA-166016
O00206	MyD88:Mal cascade initiated on plasma membrane	http://reactome.org/PathwayBrowser/#/R-HSA-166058
O00206	MyD88-independent TLR3/TLR4 cascade 	http://reactome.org/PathwayBrowser/#/R-HSA-166166
O00206	TRIF-mediated programmed cell death	http://reactome.org/PathwayBrowser/#/R-HSA-2562578
O00206	MyD88 deficiency (TLR2/4)	http://reactome.org/PathwayBrowser/#/R-HSA-5602498
O00206	IRAK4 deficiency (TLR2/4)	http://reactome.org/PathwayBrowser/#/R-HSA-5603041
O00206	Regulation of TLR by endogenous ligand	http://reactome.org/PathwayBrowser/#/R-HSA-5686938
O00206	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	http://reactome.org/PathwayBrowser/#/R-HSA-936964
O00206	IKK complex recruitment mediated by RIP1	http://reactome.org/PathwayBrowser/#/R-HSA-937041
O00206	TRAF6 mediated induction of TAK1 complex	http://reactome.org/PathwayBrowser/#/R-HSA-937072
O00212	Rho GTPase cycle	http://reactome.org/PathwayBrowser/#/R-HSA-194840
O00212	RHO GTPases Activate Formins	http://reactome.org/PathwayBrowser/#/R-HSA-5663220
O00213	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	http://reactome.org/PathwayBrowser/#/R-HSA-5693565
O00217	Respiratory electron transport	http://reactome.org/PathwayBrowser/#/R-HSA-611105
O00217	Complex I biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-6799198
O00219	Hyaluronan biosynthesis and export	http://reactome.org/PathwayBrowser/#/R-HSA-2142850
O00220	Ligand-dependent caspase activation	http://reactome.org/PathwayBrowser/#/R-HSA-140534
O00220	Regulation by c-FLIP	http://reactome.org/PathwayBrowser/#/R-HSA-3371378
O00220	RIPK1-mediated regulated necrosis	http://reactome.org/PathwayBrowser/#/R-HSA-5213460
O00220	CASP8 activity is inhibited	http://reactome.org/PathwayBrowser/#/R-HSA-5218900
O00220	TP53 Regulates Transcription of Death Receptors and Ligands	http://reactome.org/PathwayBrowser/#/R-HSA-6803211
O00220	Dimerization of procaspase-8	http://reactome.org/PathwayBrowser/#/R-HSA-69416
O00220	TRAIL  signaling	http://reactome.org/PathwayBrowser/#/R-HSA-75158
O00221	Activation of NF-kappaB in B cells	http://reactome.org/PathwayBrowser/#/R-HSA-1169091
O00222	G alpha (i) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-418594
O00222	Class C/3 (Metabotropic glutamate/pheromone receptors)	http://reactome.org/PathwayBrowser/#/R-HSA-420499
O00230	Peptide ligand-binding receptors	http://reactome.org/PathwayBrowser/#/R-HSA-375276
O00230	G alpha (i) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-418594
